List of gene ontology (GO) terms and the difference in abundances (RT - SC) between proteins with them.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(RT abundance) - (SC abundance) / sqrt(2)
GO Term Identifier,GO Term Obsolete,GO Term Name,GO Term Namespace,GO Term Description,Parents Name,Parents Identifier,Parents Namespace,Parents Description,kids,median dist from 45-degree,proteins w/ term or its kids,higher RT or SC?,is metabolic process?,involved in generating precursor metabolites/energy?,kids2,net dist from 45-degree
GO:0006869,FALSE,lipid transport,biological_process,"The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006869; GO:0015908; GO:0015910; GO:0015914; GO:0015917; GO:0015918; GO:0032366; GO:0032377; GO:0035376; GO:0035621; GO:0044539; GO:0045332; GO:0061091; GO:0061092; GO:0061093; GO:0120009; GO:0120010; GO:0140331; GO:1902001; GO:1905329,3.03779E-05,6,RT,#CALC!,"GO:0015908,GO:0015910,GO:0015914,GO:0015917,GO:0015918,GO:0032366,GO:0032377,GO:0035376,GO:0035621,GO:0044539,GO:0045332,GO:0061091,GO:0061092,GO:0061093,GO:0120009,GO:0120010,GO:0140331,GO:1902001,GO:1905329",GO:0015908; GO:0015910; GO:0015914; GO:0015917; GO:0015918; GO:0032366; GO:0032377; GO:0035376; GO:0035621; GO:0044539; GO:0045332; GO:0061091; GO:0061092; GO:0061093; GO:0120009; GO:0120010; GO:0140331; GO:1902001; GO:1905329,5.39927E-06
GO:0006873,FALSE,intracellular monoatomic ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006873; GO:0006874; GO:0006877; GO:0006878; GO:0006879; GO:0006880; GO:0006882; GO:0006883; GO:0007035; GO:0007036; GO:0010106; GO:0030003; GO:0030007; GO:0030026; GO:0032468; GO:0033215; GO:0048388; GO:0051209; GO:0051453; GO:0061795,-1.18729E-05,20,SC,#CALC!,"GO:0006874,GO:0006877,GO:0006878,GO:0006879,GO:0006880,GO:0006882,GO:0006883,GO:0007035,GO:0007036,GO:0010106,GO:0030003,GO:0030007,GO:0030026,GO:0032468,GO:0033215,GO:0048388,GO:0051209,GO:0051453,GO:0061795",GO:0006874; GO:0006877; GO:0006878; GO:0006879; GO:0006880; GO:0006882; GO:0006883; GO:0007035; GO:0007036; GO:0010106; GO:0030003; GO:0030007; GO:0030026; GO:0032468; GO:0033215; GO:0048388; GO:0051209; GO:0051453; GO:0061795,-0.000281364
GO:0006874,FALSE,intracellular calcium ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006874; GO:0007036; GO:0032468; GO:0051209,-0.001092616,1,SC,#CALC!,"GO:0007036,GO:0032468,GO:0051209",GO:0007036; GO:0032468; GO:0051209,-0.001092616
GO:0006877,FALSE,intracellular cobalt ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of cobalt ions within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006877,0,0,equal in both,#CALC!,,#CALC!,0
GO:0006878,FALSE,intracellular copper ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of copper ions within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006878,0.000530626,3,RT,#CALC!,,#CALC!,0.003144848
GO:0006879,FALSE,intracellular iron ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of iron ions within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006879; GO:0006880; GO:0010106; GO:0033215,2.79434E-05,5,RT,#CALC!,"GO:0006880,GO:0010106,GO:0033215",GO:0006880; GO:0010106; GO:0033215,0.001080265
GO:0006880,FALSE,intracellular sequestering of iron ion,biological_process,The process of binding or confining iron ions in an intracellular area such that they are separated from other components of a biological system.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006880,0,0,equal in both,#CALC!,,#CALC!,0
GO:0006882,FALSE,intracellular zinc ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of zinc ions within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006882,0,0,equal in both,#CALC!,,#CALC!,0
GO:0006883,FALSE,intracellular sodium ion homeostasis,biological_process,A homeostatic process involved in the maintenance of a steady state level of sodium ions within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006883,0,0,equal in both,#CALC!,,#CALC!,0
GO:0006884,FALSE,cell volume homeostasis,biological_process,Any process involved in maintaining the steady state of a cell's volume. The cell's volume refers to the three-dimensional space occupied by a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006884,0,0,equal in both,#CALC!,,#CALC!,0
GO:0006885,FALSE,regulation of pH,biological_process,"Any process involved in the maintenance of an internal equilibrium of hydrogen ions, thereby modulating the internal pH, within an organism or cell.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006885; GO:0007035; GO:0048388; GO:0051453; GO:0061795,-0.000116571,12,SC,#CALC!,"GO:0007035,GO:0048388,GO:0051453,GO:0061795",GO:0007035; GO:0048388; GO:0051453; GO:0061795,-0.004116307
