id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-PIt_c_v_REV-SPONT	PIt_c_v	REV	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-PIt_c_vm_FWD-rt3050_vm	PIt_c_vm	FWD	rt3050_vm	rt3050_vm:1	protStoichAsgnAuto	 	114.33574999999998
RXN-PIt_c_vm_FWD-rt3166_vm	PIt_c_vm	FWD	rt3166_vm	rt3166_vm:1	protStoichAsgnAuto	 	114.33574999999998
RXN-PIt_c_vm_FWD-SPONT	PIt_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-PIt_c_vm_REV-rt3050_vm	PIt_c_vm	REV	rt3050_vm	rt3050_vm:1	protStoichAsgnManual	 	114.33574999999998
RXN-PIt_c_vm_REV-rt3166_vm	PIt_c_vm	REV	rt3166_vm	rt3166_vm:1	protStoichAsgnManual	 	114.33574999999998
RXN-PIt_c_vm_REV-SPONT	PIt_c_vm	REV	SPONT	zeroCost	protStoichAsgnManual	 	
RXN-PIt_m_mm_FWD-UNKNOWN	PIt_m_mm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PIt_m_mm_REV-UNKNOWN	PIt_m_mm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PIt_r_rm_FWD-SPONT	PIt_r_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PItps_e_FWD-rt1948	PItps_e	FWD	rt1948	rt1948:1	protStoichAsgnAuto	 	61.762460000000004
RXN-PItps_e_FWD-rt3318	PItps_e	FWD	rt3318	rt3318:1	protStoichAsgnAuto	 	63.02947
RXN-PItps_e_REV-rt1948	PItps_e	REV	rt1948	rt1948:1	protStoichAsgnManual	 	61.762460000000004
RXN-PItps_e_REV-rt3318	PItps_e	REV	rt3318	rt3318:1	protStoichAsgnManual	 	63.02947
RXN-PItps_m_FWD-rt0521	PItps_m	FWD	rt0521	rt0521:1	protStoichAsgnAuto	 	40.57001
RXN-PItps_m_FWD-rt7506	PItps_m	FWD	rt7506	rt7506:1	protStoichAsgnAuto	 	32.99972
RXN-PKETF_c_FWD-rt5014	PKETF_c	FWD	rt5014	rt5014:1	protStoichAsgnAuto	 	96.79104000000002
RXN-PKETX_c_FWD-rt5014	PKETX_c	FWD	rt5014	rt5014:1	protStoichAsgnAuto	 	96.79104000000002
RXN-PLAA1lpc_en_FWD-rt4017	PLAA1lpc_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 	69.16963
RXN-PLAA1lpc_mm_FWD-rt5790	PLAA1lpc_mm	FWD	rt5790	rt5790:1	protStoichAsgnAuto	 	41.95856
RXN-PLAA1lpc_rm_FWD-rt5941	PLAA1lpc_rm	FWD	rt5941	rt5941:1	protStoichAsgnAuto	 	176.55115
RXN-PLAA1lpe_en_FWD-rt4017	PLAA1lpe_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 	69.16963
RXN-PLAA1lpe_mm_FWD-rt5790	PLAA1lpe_mm	FWD	rt5790	rt5790:1	protStoichAsgnAuto	 	41.95856
RXN-PLAA2pc_en_FWD-rt4017	PLAA2pc_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 	69.16963
RXN-PLAA2pc_mm_FWD-rt4445	PLAA2pc_mm	FWD	rt4445	rt4445:1	protStoichAsgnAuto	 	89.36804999999998
RXN-PLAA2pc_rm_FWD-rt5941	PLAA2pc_rm	FWD	rt5941	rt5941:1	protStoichAsgnAuto	 	176.55115
RXN-PLAA2pe_en_FWD-rt4017	PLAA2pe_en	FWD	rt4017	rt4017:1	protStoichAsgnAuto	 	69.16963
RXN-PLAA2pe_mm_FWD-rt4445	PLAA2pe_mm	FWD	rt4445	rt4445:1	protStoichAsgnAuto	 	89.36804999999998
RXN-PLACipc_m_FWD-rt7489_m	PLACipc_m	FWD	rt7489_m	rt7489_m:1	protStoichAsgnAuto	 	51.22409999999999
RXN-PLACipc_r_FWD-rt7489_r	PLACipc_r	FWD	rt7489_r	rt7489_r:1	protStoichAsgnAuto	 	51.22409999999999
RXN-PLACmip2c_m_FWD-rt7489_m	PLACmip2c_m	FWD	rt7489_m	rt7489_m:1	protStoichAsgnAuto	 	51.22409999999999
RXN-PLACmip2c_r_FWD-rt7489_r	PLACmip2c_r	FWD	rt7489_r	rt7489_r:1	protStoichAsgnAuto	 	51.22409999999999
RXN-PLACmipc_m_FWD-rt7489_m	PLACmipc_m	FWD	rt7489_m	rt7489_m:1	protStoichAsgnAuto	 	51.22409999999999
RXN-PLACmipc_r_FWD-rt7489_r	PLACmipc_r	FWD	rt7489_r	rt7489_r:1	protStoichAsgnAuto	 	51.22409999999999
RXN-PLACpail45p_c_FWD-rt4487_c	PLACpail45p_c	FWD	rt4487_c	rt4487_c:1	protStoichAsgnAuto	 	64.49495
RXN-PLACpail45p_n_FWD-rt4487_n	PLACpail45p_n	FWD	rt4487_n	rt4487_n:1	protStoichAsgnAuto	 	64.49495
RXN-PLACpail_c_FWD-rt3387	PLACpail_c	FWD	rt3387	rt3387:1	protStoichAsgnAuto	 	38.28191
RXN-PLACpg_mm_FWD-rt3355	PLACpg_mm	FWD	rt3355	rt3355:1	protStoichAsgnAuto	 	37.859449999999995
RXN-PLADpc_en_FWD-rt5655	PLADpc_en	FWD	rt5655	rt5655:1	protStoichAsgnAuto	 	229.68462999999997
RXN-PLADpc_en_FWD-rt8446	PLADpc_en	FWD	rt8446	rt8446:1	protStoichAsgnAuto	 	97.32486999999999
RXN-PMANM_c_FWD-rt0873	PMANM_c	FWD	rt0873	rt0873:2	protStoichAsgnAuto	 	59.552679999999995
RXN-PMANM_c_REV-rt0873	PMANM_c	REV	rt0873	rt0873:2	protStoichAsgnAuto	 	59.552679999999995
RXN-PMDPHT_c_FWD-UNKNOWN	PMDPHT_c	FWD	UNKNOWN	zeroCost	protStoichAsgnAuto		
RXN-PMEMT_rm_FWD-rt4380	PMEMT_rm	FWD	rt4380	rt4380:1	protStoichAsgnAuto	 	24.58681
RXN-PMEVK_c_FWD-rt0334	PMEVK_c	FWD	rt0334	rt0334:1	protStoichAsgnAuto	 	53.311679999999996
RXN-PMI12346PS_c_FWD-rt1395	PMI12346PS_c	FWD	rt1395	rt1395:1	protStoichAsgnAuto	 	155.11396000000002
RXN-PMI1346PS_c_FWD-rt1395	PMI1346PS_c	FWD	rt1395	rt1395:1	protStoichAsgnAuto	 	155.11396000000002
RXN-PMPK_c_FWD-rt4410	PMPK_c	FWD	rt4410	rt4410:1	protStoichAsgnAuto	 	58.37805
RXN-PMTCOAt_c_l_FWD-SPONT	PMTCOAt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_l_REV-SPONT	PMTCOAt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_r_FWD-SPONT	PMTCOAt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_r_REV-SPONT	PMTCOAt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_rm_FWD-SPONT	PMTCOAt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PMTCOAt_c_rm_REV-SPONT	PMTCOAt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PNP_c_FWD-rt7908_c	PNP_c	FWD	rt7908_c	rt7908_c:1	protStoichAsgnManual	Used scRBA stoich.	45.001839999999994
RXN-PNTK_c_FWD-rt5817	PNTK_c	FWD	rt5817	rt5817:1	protStoichAsgnAuto	 	63.46927
RXN-PNTOtps_e_FWD-rt3985	PNTOtps_e	FWD	rt3985	rt3985:1	protStoichAsgnAuto	 	56.77795999999999
RXN-PNTOtps_e_REV-rt3985	PNTOtps_e	REV	rt3985	rt3985:1	protStoichAsgnAuto	 	56.77795999999999
RXN-POLYAO1_c_FWD-rt7571	POLYAO1_c	FWD	rt7571	rt7571:1	protStoichAsgnAuto	 	52.0703
RXN-POLYAO2_c_FWD-rt7571	POLYAO2_c	FWD	rt7571	rt7571:1	protStoichAsgnAuto	 	52.0703
RXN-POLYAO3_c_FWD-rt7571	POLYAO3_c	FWD	rt7571	rt7571:1	protStoichAsgnAuto	 	52.0703
RXN-PPA_c_FWD-rt7511	PPA_c	FWD	rt7511	rt7511:1	protStoichAsgnAuto	 	32.43392
RXN-PPAt_c_e_FWD-UNKNOWN	PPAt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PPAt_c_e_REV-UNKNOWN	PPAt_c_e	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PPAt_c_m_FWD-UNKNOWN	PPAt_c_m	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PPAt_c_m_REV-UNKNOWN	PPAt_c_m	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PPBNGD_c_FWD-rt6350	PPBNGD_c	FWD	rt6350	rt6350:1	protStoichAsgnAuto	 	60.68333
RXN-PPBNGS_1_c_FWD-rt5026	PPBNGS_1_c	FWD	rt5026	rt5026:8	protStoichAsgnAuto	 	308.3983999999999
RXN-PPCDC_c_FWD-rt0168	PPCDC_c	FWD	rt0168	rt0168:1	protStoichAsgnAuto	 	25.663139999999995
RXN-PPCK_c_FWD-rt2473	PPCK_c	FWD	rt2473	rt2473:1	protStoichAsgnAuto	 	73.45859
RXN-PPGPPDP_c_FWD-rt8139	PPGPPDP_c	FWD	rt8139	rt8139:1	protStoichAsgnAuto	 	23.50516
RXN-PPIt_c_l_FWD-SPONT	PPIt_c_l	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_l_REV-SPONT	PPIt_c_l	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_m_FWD-SPONT	PPIt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_m_REV-SPONT	PPIt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_rm_FWD-SPONT	PPIt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_rm_REV-SPONT	PPIt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_x_FWD-SPONT	PPIt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_c_x_REV-SPONT	PPIt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_m_mm_FWD-SPONT	PPIt_m_mm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPIt_m_mm_REV-SPONT	PPIt_m_mm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPM_c_FWD-rt1591	PPM_c	FWD	rt1591	rt1591:1	protStoichAsgnAuto	 	61.24962999999999
RXN-PPM_c_FWD-rt5343	PPM_c	FWD	rt5343	rt5343:1	protStoichAsgnAuto	 	68.99752000000002
RXN-PPM_c_REV-rt1591	PPM_c	REV	rt1591	rt1591:1	protStoichAsgnManual	 	61.24962999999999
RXN-PPM_c_REV-rt5343	PPM_c	REV	rt5343	rt5343:1	protStoichAsgnManual	 	68.99752000000002
RXN-PPNCL2_c_FWD-rt0510	PPNCL2_c	FWD	rt0510	rt0510:1	protStoichAsgnAuto	 	42.954280000000004
RXN-PPND2_c_FWD-rt7857	PPND2_c	FWD	rt7857	rt7857:1	protStoichAsgnAuto	 	51.65024999999999
RXN-PPNDH_c_FWD-rt5827	PPNDH_c	FWD	rt5827	rt5827:1	protStoichAsgnAuto	 	23.520069999999997
RXN-PPPG9t_c_m_FWD-SPONT	PPPG9t_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPPG9t_c_m_REV-SPONT	PPPG9t_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PPPGO_m_FWD-rt3499	PPPGO_m	FWD	rt3499	rt3499:1	protStoichAsgnAuto	 	65.80306999999999
RXN-PPTT_l_FWD-rt4281	PPTT_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PPTT_m_FWD-rt0532	PPTT_m	FWD	rt0532	rt0532:1	protStoichAsgnAuto	 	55.37802
RXN-PRAGSi_c_FWD-rt5891	PRAGSi_c	FWD	rt5891	rt5891:1	protStoichAsgnAuto	 	85.11175
RXN-PRAIS_c_FWD-rt5891	PRAIS_c	FWD	rt5891	rt5891:1	protStoichAsgnAuto	 	85.11175
RXN-PRAIi_c_FWD-rt8196	PRAIi_c	FWD	rt8196	rt8196:1	protStoichAsgnAuto	 	83.34508999999998
RXN-PRAMPC_c_FWD-rt3278	PRAMPC_c	FWD	rt3278	rt3278:1	protStoichAsgnAuto	 	94.78199000000002
RXN-PRASCSi_c_FWD-rt0852	PRASCSi_c	FWD	rt0852	rt0852:1	protStoichAsgnAuto	 	35.92847
RXN-PRATPP_c_FWD-rt3278	PRATPP_c	FWD	rt3278	rt3278:1	protStoichAsgnAuto	 	94.78199000000002
RXN-PREN9DPt_c_l_FWD-UNKNOWN	PREN9DPt_c_l	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PREN9DPt_c_l_REV-UNKNOWN	PREN9DPt_c_l	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PREN9DPt_c_m_FWD-UNKNOWN	PREN9DPt_c_m	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PREN9DPt_c_m_REV-UNKNOWN	PREN9DPt_c_m	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PRENT10_l_FWD-rt4281	PRENT10_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT11_l_FWD-rt4281	PRENT11_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT12_l_FWD-rt4281	PRENT12_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT13_l_FWD-rt4281	PRENT13_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT14_l_FWD-rt4281	PRENT14_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT15_l_FWD-rt4281	PRENT15_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT16_l_FWD-rt4281	PRENT16_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT16_l_REV-rt4281	PRENT16_l	REV	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT17_l_FWD-rt4281	PRENT17_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT17_l_REV-rt4281	PRENT17_l	REV	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT18_l_FWD-rt4281	PRENT18_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT19_l_FWD-rt4281	PRENT19_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT20_l_FWD-rt4281	PRENT20_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT21_l_FWD-rt4281	PRENT21_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT6_l_FWD-rt4281	PRENT6_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT7_l_FWD-rt4281	PRENT7_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT8_l_FWD-rt4281	PRENT8_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRENT9_l_FWD-rt4281	PRENT9_l	FWD	rt4281	rt4281:1	protStoichAsgnAuto	 	33.78921
RXN-PRFGS_c_FWD-rt6665	PRFGS_c	FWD	rt6665	rt6665:1	protStoichAsgnAuto	 	148.68898
RXN-PRMICI_c_FWD-rt3242_c	PRMICI_c	FWD	rt3242_c	rt3242_c:1	protStoichAsgnAuto	 	28.450630000000004
RXN-PROD2_m_FWD-rt6234	PROD2_m	FWD	rt6234	rt6234:1	protStoichAsgnAuto	 	64.7944
RXN-PROTRS_c_FWD-rt3118	PROTRS_c	FWD	rt3118	rt3118:1	protStoichAsgnAuto	 	78.86249000000001
RXN-PROt_c_m_FWD-SPONT	PROt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PROt_c_m_REV-SPONT	PROt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PROtps_e_FWD-rt4390	PROtps_e	FWD	rt4390	rt4390:1	protStoichAsgnAuto	 	60.70221999999998
RXN-PROtps_e_FWD-rt5861	PROtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 	65.4859
RXN-PROtps_e_REV-rt4390	PROtps_e	REV	rt4390	rt4390:1	protStoichAsgnManual	 	60.70221999999998
RXN-PROtps_e_REV-rt5861	PROtps_e	REV	rt5861	rt5861:1	protStoichAsgnManual	 	65.4859
RXN-PRPPS_c_FWD-PRS23	PRPPS_c	FWD	PRS23	rt2777:1,rt8224:1	protStoichAsgnManual	Only found reliable homologs for PRS 2 and 3 in this strain, so I only used those. Maybe revisit this someday and consider using better matches from other strains; see old BLAST reports.	77.47111999999998
RXN-PRPPt_c_m_FWD-SPONT	PRPPt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PRPPt_c_m_REV-SPONT	PRPPt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSCIT_c_FWD-rt5884	PSCIT_c	FWD	rt5884	rt5884:2	protStoichAsgnAuto	 	357.91092
RXN-PSD_gm_FWD-rt0683_gm	PSD_gm	FWD	rt0683_gm	rt0683_gm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	42.07139
RXN-PSD_gm_FWD-rt2529_gm	PSD_gm	FWD	rt2529_gm	rt2529_gm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	51.194720000000004
RXN-PSD_gm_FWD-rt3078_gm	PSD_gm	FWD	rt3078_gm	rt3078_gm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	137.96751999999995
RXN-PSD_mm_FWD-rt2136	PSD_mm	FWD	rt2136	rt2136:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	39.799519999999994
RXN-PSD_mm_FWD-rt2529_mm	PSD_mm	FWD	rt2529_mm	rt2529_mm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	51.194720000000004
RXN-PSD_mm_FWD-rt6186	PSD_mm	FWD	rt6186	rt6186:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	62.6376
RXN-PSD_vm_FWD-rt0683_vm	PSD_vm	FWD	rt0683_vm	rt0683_vm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	42.07139
RXN-PSD_vm_FWD-rt2529_vm	PSD_vm	FWD	rt2529_vm	rt2529_vm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	51.194720000000004
RXN-PSD_vm_FWD-rt3078_vm	PSD_vm	FWD	rt3078_vm	rt3078_vm:1	protStoichAsgnManual	Changed from di to mono to match UniProt annotations indicating dimer from self-cleavage	137.96751999999995
RXN-PSERT_c_FWD-rt7036	PSERT_c	FWD	rt7036	rt7036:1	protStoichAsgnAuto	 	44.28748000000001
RXN-PSPHPL_r_FWD-rt3557	PSPHPL_r	FWD	rt3557	rt3557:1	protStoichAsgnAuto	 	61.11475000000001
RXN-PSPHS_r_FWD-rt6946	PSPHS_r	FWD	rt6946	rt6946:1	protStoichAsgnAuto	 	41.11318
RXN-PSP_L_c_FWD-rt3683	PSP_L_c	FWD	rt3683	rt3683:1	protStoichAsgnAuto	 	41.99355999999999
RXN-PSSA_rm_FWD-rt3215	PSSA_rm	FWD	rt3215	rt3215:1	protStoichAsgnAuto	 	32.46425
RXN-PSt_c_m_FWD-rt1060	PSt_c_m	FWD	rt1060	rt1060:1	protStoichAsgnAuto	 	192.60196
RXN-PSt_c_m_FWD-rt4312	PSt_c_m	FWD	rt4312	rt4312:1	protStoichAsgnAuto	 	132.54755
RXN-PSt_c_m_REV-rt1060	PSt_c_m	REV	rt1060	rt1060:1	protStoichAsgnManual	 	192.60196
RXN-PSt_c_m_REV-rt4312	PSt_c_m	REV	rt4312	rt4312:1	protStoichAsgnManual	 	132.54755
RXN-PSt_c_rm_FWD-SPONT	PSt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_c_rm_REV-SPONT	PSt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_en_rm_FWD-SPONT	PSt_en_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_en_rm_REV-SPONT	PSt_en_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_gm_rm_FWD-UNKNOWN	PSt_gm_rm	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PSt_gm_rm_REV-UNKNOWN	PSt_gm_rm	REV	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PSt_mm_rm_FWD-SPONT	PSt_mm_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_mm_rm_REV-SPONT	PSt_mm_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_rm_vm_FWD-SPONT	PSt_rm_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PSt_rm_vm_REV-SPONT	PSt_rm_vm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-PTPAT_c_FWD-rt6481	PTPAT_c	FWD	rt6481	rt6481:1	protStoichAsgnAuto	 	39.621100000000006
RXN-PTRCAT1_c_FWD-rt7678	PTRCAT1_c	FWD	rt7678	rt7678:1	protStoichAsgnAuto	 	20.199650000000002
RXN-PTRCAT1_c_REV-rt7678	PTRCAT1_c	REV	rt7678	rt7678:1	protStoichAsgnAuto	 	20.199650000000002
RXN-PTRCtpa_e_FWD-rt1939_e	PTRCtpa_e	FWD	rt1939_e	rt1939_e:1	protStoichAsgnAuto	 	59.49653000000001
RXN-PTRCtpa_e_FWD-rt1987_e	PTRCtpa_e	FWD	rt1987_e	rt1987_e:1	protStoichAsgnAuto	 	60.492619999999995
RXN-PTRCtpa_e_FWD-rt2649_e	PTRCtpa_e	FWD	rt2649_e	rt2649_e:1	protStoichAsgnAuto	 	61.213979999999985
RXN-PTRCtpa_e_FWD-rt2739_e	PTRCtpa_e	FWD	rt2739_e	rt2739_e:1	protStoichAsgnAuto	 	56.038259999999994
RXN-PTRCtpa_e_REV-rt1939_e	PTRCtpa_e	REV	rt1939_e	rt1939_e:1	protStoichAsgnManual	 	59.49653000000001
RXN-PTRCtpa_e_REV-rt1987_e	PTRCtpa_e	REV	rt1987_e	rt1987_e:1	protStoichAsgnManual	 	60.492619999999995
RXN-PTRCtpa_e_REV-rt2649_e	PTRCtpa_e	REV	rt2649_e	rt2649_e:1	protStoichAsgnManual	 	61.213979999999985
RXN-PTRCtpa_e_REV-rt2739_e	PTRCtpa_e	REV	rt2739_e	rt2739_e:1	protStoichAsgnManual	 	56.038259999999994
RXN-PTRCtpa_v_FWD-rt1939_v	PTRCtpa_v	FWD	rt1939_v	rt1939_v:1	protStoichAsgnAuto	 	59.49653000000001
RXN-PTRCtpa_v_FWD-rt1987_v	PTRCtpa_v	FWD	rt1987_v	rt1987_v:1	protStoichAsgnAuto	 	60.492619999999995
RXN-PTRCtpa_v_FWD-rt2649_v	PTRCtpa_v	FWD	rt2649_v	rt2649_v:1	protStoichAsgnAuto	 	61.213979999999985
RXN-PTRCtpa_v_FWD-rt2739_v	PTRCtpa_v	FWD	rt2739_v	rt2739_v:1	protStoichAsgnAuto	 	56.038259999999994
RXN-PTRCtpa_v_REV-rt1939_v	PTRCtpa_v	REV	rt1939_v	rt1939_v:1	protStoichAsgnManual	 	59.49653000000001
RXN-PTRCtpa_v_REV-rt1987_v	PTRCtpa_v	REV	rt1987_v	rt1987_v:1	protStoichAsgnManual	 	60.492619999999995
RXN-PTRCtpa_v_REV-rt2649_v	PTRCtpa_v	REV	rt2649_v	rt2649_v:1	protStoichAsgnManual	 	61.213979999999985
RXN-PTRCtpa_v_REV-rt2739_v	PTRCtpa_v	REV	rt2739_v	rt2739_v:1	protStoichAsgnManual	 	56.038259999999994
RXN-PUNP3_c_FWD-rt7908_c	PUNP3_c	FWD	rt7908_c	rt7908_c:1	protStoichAsgnAuto	 	45.001839999999994
RXN-PUNP3_c_REV-rt7908_c	PUNP3_c	REV	rt7908_c	rt7908_c:1	protStoichAsgnAuto	 	45.001839999999994
RXN-PUNP3_m_FWD-rt7908_m	PUNP3_m	FWD	rt7908_m	rt7908_m:1	protStoichAsgnAuto	 	45.001839999999994
RXN-PUNP3_m_REV-rt7908_m	PUNP3_m	REV	rt7908_m	rt7908_m:1	protStoichAsgnAuto	 	45.001839999999994
RXN-PUNP5_c_FWD-rt7908_c	PUNP5_c	FWD	rt7908_c	rt7908_c:1	protStoichAsgnAuto	 	45.001839999999994
RXN-PUNP5_c_REV-rt7908_c	PUNP5_c	REV	rt7908_c	rt7908_c:1	protStoichAsgnAuto	 	45.001839999999994
RXN-PYAM5PO_c_FWD-rt2312	PYAM5PO_c	FWD	rt2312	rt2312:1	protStoichAsgnAuto	 	29.741349999999997
RXN-PYDAMK_c_FWD-rt6177	PYDAMK_c	FWD	rt6177	rt6177:1	protStoichAsgnAuto	 	38.916039999999995
RXN-PYDX5PS_c_FWD-SNZ1SNO1	PYDX5PS_c	FWD	SNZ1SNO1	rt2769:1,rt2768:1	protStoichAsgnManual	 	59.46866
RXN-PYDX5Pt_c_e_FWD-UNKNOWN	PYDX5Pt_c_e	FWD	UNKNOWN	zeroCost	protStoichAsgnManual	Transporter; assume GSM GPR is correct. Maybe revisit someday.	
RXN-PYDXK_c_FWD-rt6177	PYDXK_c	FWD	rt6177	rt6177:1	protStoichAsgnAuto	 	38.916039999999995
RXN-PYDXNK_c_FWD-rt6177	PYDXNK_c	FWD	rt6177	rt6177:1	protStoichAsgnAuto	 	38.916039999999995
RXN-PYDXNOR_c_FWD-rt3182	PYDXNOR_c	FWD	rt3182	rt3182:1	protStoichAsgnAuto	 	46.975970000000004
RXN-PYDXNOR_c_FWD-rt6001	PYDXNOR_c	FWD	rt6001	rt6001:1	protStoichAsgnAuto	 	37.13168999999999
RXN-PYDXNOR_c_REV-rt3182	PYDXNOR_c	REV	rt3182	rt3182:1	protStoichAsgnManual	 	46.975970000000004
RXN-PYDXNOR_c_REV-rt6001	PYDXNOR_c	REV	rt6001	rt6001:1	protStoichAsgnManual	 	37.13168999999999
RXN-PYDXNO_c_FWD-rt2312	PYDXNO_c	FWD	rt2312	rt2312:1	protStoichAsgnAuto	 	29.741349999999997
